"special_activity_type","product_name","activity_name","unit","ISIC_number","ISIC_class","CPC_number","CPC_description","FAO_code","FAO_name","ProductCategory","ProductSubcategory","ProductName","ActivityName","Unit","ProductSubgroup","FeedIngredients"
"market activity","2,6-di-tert-butylphenol","market for 2,6-di-tert-butylphenol","kg","2011","Manufacture of basic chemicals","34139","Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…]","1431","DNOC and its salts (excl. 290811-290891) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","acrylic acid","market for acrylic acid","kg","2011","Manufacture of basic chemicals","34120","Industrial monocarboxylic fatty acids; acid oils from refining","1276","Fatty Acids",NA,NA,NA,NA,NA,NA,NA
"market activity","acetone, liquid","market for acetone, liquid","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1432","Oxirane (ethylene oxide) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","acetone, liquid","market for acetone, liquid","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1433","Dieldrin (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","acrylic binder, without water, in 34% solution state","market for acrylic binder, without water, in 34% solution state","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","acrylic dispersion, without water, in 65% solution state","market for acrylic dispersion, without water, in 65% solution state","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","acetylene","market for acetylene","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","activated carbon, granular","market for activated carbon, granular","kg","2029","Manufacture of other chemical products n.e.c.","35499","Other chemical products n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","adhesive, for metal","market for adhesive, for metal","kg","2029","Manufacture of other chemical products n.e.c.","35499","Other chemical products n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","acrylic filler","market for acrylic filler","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","acrylic varnish, without water, in 87.5% solution state","market for acrylic varnish, without water, in 87.5% solution state","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","alkyd paint, white, without solvent, in 60% solution state","market for alkyd paint, white, without solvent, in 60% solution state","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","alkyl sulphate (C12-14)","market for alkyl sulphate (C12-14)","kg","2023","Manufacture of soap and detergents, cleaning and polishing preparations, pe","35310","Organic surface active agents, except soap",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","alkyd resin, long oil, without solvent, in 70% white spirit solution state","market for alkyd resin, long oil, without solvent, in 70% white spirit solution state","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","alkyd paint, white, without water, in 60% solution state","market for alkyd paint, white, without water, in 60% solution state","kg","2022","Manufacture of paints, varnishes and similar coatings, printing ink and mas","35110","Paints and varnishes and related products",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","alkylketene dimer sizing agent, for paper production","market for alkylketene dimer sizing agent, for paper production","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","aluminium chloride","market for aluminium chloride","kg","2011","Manufacture of basic chemicals","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","aluminium sulfate, without water, in 4.33% aluminium solution state","market for aluminium sulfate, without water, in 4.33% aluminium solution state","kg","2011","Manufacture of basic chemicals","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","aluminium sulfate, powder","market for aluminium sulfate, powder","kg","2011","Manufacture of basic chemicals","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","allyl chloride","market for allyl chloride","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","ammonium carbonate","market for ammonium carbonate","kg","2012","Manufacture of fertilizers and nitrogen compounds","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","amine oxide","market for amine oxide","kg","2023","Manufacture of soap and detergents, cleaning and polishing preparations, pe","35310","Organic surface active agents, except soap",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","aminopyridine","market for aminopyridine","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","ammonium bicarbonate","market for ammonium bicarbonate","kg","2012","Manufacture of fertilizers and nitrogen compounds","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","aniline","market for aniline","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","1398","Natural Sodium Nitrate",NA,NA,NA,NA,NA,NA,NA
"market activity","aniline","market for aniline","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","1440","Chlordimeform (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","aniline","market for aniline","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","3102","Nitrogen Fertilizers (N total nutrients)",NA,NA,NA,NA,NA,NA,NA
"market activity","azodicarbonamide","market for azodicarbonamide","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","1398","Natural Sodium Nitrate",NA,NA,NA,NA,NA,NA,NA
"market activity","azodicarbonamide","market for azodicarbonamide","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","1440","Chlordimeform (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","azodicarbonamide","market for azodicarbonamide","kg","2011","Manufacture of basic chemicals","34150","Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]","3102","Nitrogen Fertilizers (N total nutrients)",NA,NA,NA,NA,NA,NA,NA
"market activity","ascorbic acid","market for ascorbic acid","kg","2100","Manufacture of pharmaceuticals, medicinal chemical and botanical products","35250","Provitamins, vitamins and hormones; glycosides and vegetable alkaloids and their salts, ethers, esters and oth[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","anionic resin","market for anionic resin","kg","2013","Manufacture of plastics and synthetic rubber in primary forms","34790","Other plastics in primary forms; ion exchangers",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","argon, liquid","market for argon, liquid","kg","2011","Manufacture of basic chemicals","34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","barium carbonate","market for barium carbonate","kg","2011","Manufacture of basic chemicals","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","barium sulfide","market for barium sulfide","kg","2011","Manufacture of basic chemicals","34240","Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","benzaldehyde-2-sulfonic acid","market for benzaldehyde-2-sulfonic acid","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1432","Oxirane (ethylene oxide) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","benzaldehyde-2-sulfonic acid","market for benzaldehyde-2-sulfonic acid","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1433","Dieldrin (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","barium hydroxide","market for barium hydroxide","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","barium oxide","market for barium oxide","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","benzaldehyde","market for benzaldehyde","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1432","Oxirane (ethylene oxide) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","benzaldehyde","market for benzaldehyde","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1433","Dieldrin (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","benzal chloride","market for benzal chloride","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1432","Oxirane (ethylene oxide) (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","benzal chloride","market for benzal chloride","kg","2011","Manufacture of basic chemicals","34170","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…]","1433","Dieldrin (Trade)",NA,NA,NA,NA,NA,NA,NA
"market activity","benzoic acid","market for benzoic acid","kg","2011","Manufacture of basic chemicals","34120","Industrial monocarboxylic fatty acids; acid oils from refining","1276","Fatty Acids",NA,NA,NA,NA,NA,NA,NA
"market activity","butene, mixed","market for butene, mixed","kg","1920","Manufacture of refined petroleum products","33421","Ethylene, propylene, butylene, butadiene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"market activity","butadiene","market for butadiene","kg","2013","Manufacture of plastics and synthetic rubber in primary forms","34720","Polymers of styrene, in primary forms",NA,NA,NA,NA,NA,NA,NA,NA,NA
